title,url,state,signatures
Protect rape victims against grooming gangs and call inquiry on recent once,https://petition.parliament.uk/petitions/713129,rejected,10
Repeal the Occupiers Liability Act 1984,https://petition.parliament.uk/petitions/713130,open,48
Only make knives with a rounded tip to reduce knife crime,https://petition.parliament.uk/petitions/713137,rejected,6
Judicial Taskforce to investigate and charge all involved in Rape Gangs cover up,https://petition.parliament.uk/petitions/713139,rejected,6
Petition for Independent Inquiry into Child Sex and Grooming Gangs,https://petition.parliament.uk/petitions/713147,rejected,18
Increase SEND funding for Early Years,https://petition.parliament.uk/petitions/713148,open,223
Make Cathal Boylan Prime Minister,https://petition.parliament.uk/petitions/713153,rejected,10
Save Cane Corso for being banned in the UK,https://petition.parliament.uk/petitions/713158,rejected,21
Run a national inquiry into UK grooming gangs,https://petition.parliament.uk/petitions/713159,rejected,7
Self-employed parents to pay correct child maintenance.,https://petition.parliament.uk/petitions/713162,rejected,9
Hard videos to be shown to secondary students the true impact of knife crime.,https://petition.parliament.uk/petitions/713163,rejected,9
"Make Ofqual move the A-Level Law, Politics and Philosophy exams",https://petition.parliament.uk/petitions/713164,rejected,8
Allow SEND children to be taken out of school once a year without penalty,https://petition.parliament.uk/petitions/713165,rejected,6
Hold a statutory public inquiry into the Grooming Gangs' investigations,https://petition.parliament.uk/petitions/713171,rejected,7
Reassess foreign aid budget and redirect funds to housing and public services.,https://petition.parliament.uk/petitions/713172,rejected,7
Request a public national inquiry into the rape gang epidemic across the UK,https://petition.parliament.uk/petitions/713173,rejected,8
Referendum on abolishing the Greater London Assembly & Mayor of London position,https://petition.parliament.uk/petitions/713174,open,90
"Implement ""Asian - Other"" as a Mandatory Option in Ethnicity Datasheets",https://petition.parliament.uk/petitions/713175,rejected,21
I would like there to be an independent inquiry into the Rotherham Rape Gangs.,https://petition.parliament.uk/petitions/713179,rejected,6
Fund access to Holistic Needs Assessment for all NHS cancer patients & follow-up,https://petition.parliament.uk/petitions/713180,open,2254
Have a referendum on Great Britain becoming the 51 state of America .,https://petition.parliament.uk/petitions/713181,rejected,8
Give 16-and 17-year-olds the right to vote,https://petition.parliament.uk/petitions/713185,rejected,7
To bring in subsidised holidays for all who work for the education system,https://petition.parliament.uk/petitions/713187,rejected,6
Create criminal investigation into the rape gang scandal cover up,https://petition.parliament.uk/petitions/713189,rejected,19
Change how news sites announce celebrity deaths,https://petition.parliament.uk/petitions/713204,open,35
Hold a public national inquiry into grooming gangs,https://petition.parliament.uk/petitions/713205,rejected,21
Require councils to be responsible for stray cats,https://petition.parliament.uk/petitions/713213,open,51
Hold an independent national inquiry into the systemic nature of UK rape gangs.,https://petition.parliament.uk/petitions/713214,rejected,11
Abolish the Senedd.,https://petition.parliament.uk/petitions/713219,rejected,11
Set up an independent task force separate from police to target grooming gangs,https://petition.parliament.uk/petitions/713221,open,75
Enquiry into child abuse & gang rape,https://petition.parliament.uk/petitions/713227,rejected,21
Hold a national enquiry in to the grooming gangs immediately,https://petition.parliament.uk/petitions/713232,rejected,10
A second National grooming inquiry.,https://petition.parliament.uk/petitions/713234,rejected,15
Change interim driving disqualifications from 6 months to until sentencing.,https://petition.parliament.uk/petitions/713245,open,1210
We need a new national grooming gangs inquiry,https://petition.parliament.uk/petitions/713247,rejected,7
National enquiry into child grooming gangs.,https://petition.parliament.uk/petitions/713248,rejected,8
Call for a Motion of No Confidence,https://petition.parliament.uk/petitions/713259,rejected,7
demand a independent review of the  grooming gangs,https://petition.parliament.uk/petitions/713268,rejected,9
Carry out a full national inquiry into 'Grooming Gangs',https://petition.parliament.uk/petitions/713274,rejected,21
Mandatory minimum sentences for offences relating to indecent images of children,https://petition.parliament.uk/petitions/713278,open,199
To investigate all matters past and present on rape gangs in the uk,https://petition.parliament.uk/petitions/713290,rejected,6
Review minimum sentences for perpetrators of violence and sexual abuse,https://petition.parliament.uk/petitions/713293,open,125
Want a National enquiry into grooming gangs in the uk,https://petition.parliament.uk/petitions/713301,rejected,17
Form CANZUK NOW!!!!,https://petition.parliament.uk/petitions/713305,rejected,21
Review the Life in the UK test,https://petition.parliament.uk/petitions/713308,open,21
Force the government to hold a FULL NATIONAL inquiry into UK grooming gangs.,https://petition.parliament.uk/petitions/713320,rejected,11
Allow Chagossians same freedom as Falkland Islanders to decide who governs them,https://petition.parliament.uk/petitions/713334,rejected,6
The Military Oath needs operation due to no obligation to protect the Subjects,https://petition.parliament.uk/petitions/713340,rejected,7
Recall parliament and allow a general election.  Reform UK are needed for the UK,https://petition.parliament.uk/petitions/713341,rejected,6
Launch National Enquiry into the Rape Gang Scandal.,https://petition.parliament.uk/petitions/713356,rejected,6
Stop fining parents of children who struggle to go to school,https://petition.parliament.uk/petitions/713364,rejected,7
Set tax (PAYE) relief for employed individuals paying private school fees.,https://petition.parliament.uk/petitions/713377,rejected,15
Stop the cancellation of local elections,https://petition.parliament.uk/petitions/713382,rejected,16
call for a public inquiery into grooming gangs all around the uk,https://petition.parliament.uk/petitions/713383,rejected,6
Introduce 20% maximum commission rate for private hire (ride hailing companies),https://petition.parliament.uk/petitions/713392,open,98
We need a national inquiry in to the grooming gangs scandal in Great Britain.,https://petition.parliament.uk/petitions/713393,rejected,9
"A national, no vote of confidence in the government. Grooming inquiry blocked.",https://petition.parliament.uk/petitions/713394,rejected,7
Ban AI tools to write and mark school assignments,https://petition.parliament.uk/petitions/713395,open,52
Create a national welfare team to oversee kennels holding seized dogs,https://petition.parliament.uk/petitions/713398,open,1225
Dissolve Parliament and Change Leadership/Party,https://petition.parliament.uk/petitions/713401,rejected,6
Repeal the British Museum Act 1963,https://petition.parliament.uk/petitions/713402,rejected,10
Call for a national enquiry into the Grooming/rape gangs in towns across Britain,https://petition.parliament.uk/petitions/713409,rejected,7
Broadcast The Traitors Finale on 24th January 2025 in Trafalgar Square.,https://petition.parliament.uk/petitions/713415,rejected,9
Set up a Task Force to tackle the activities of grooming gangs across the UK,https://petition.parliament.uk/petitions/713421,rejected,9
Change to the laws surrounding child arrangement orders to be more clear.,https://petition.parliament.uk/petitions/713424,rejected,21
Call for a free vote for an Enquiry into the Grooming Gangs cases.,https://petition.parliament.uk/petitions/713440,rejected,9
Require bars and clubs to assign Security personnel to oversee restrooms,https://petition.parliament.uk/petitions/713443,open,25
Review process for Foster Carers transferring between local authorities,https://petition.parliament.uk/petitions/713444,open,86
"Reform local planning processes for fairness, efficiency, and accountability",https://petition.parliament.uk/petitions/713453,rejected,6
Stop/ban tax in the country,https://petition.parliament.uk/petitions/713454,rejected,6
Ban behavioural data extraction for advertising,https://petition.parliament.uk/petitions/713456,open,447
Remove Saturday's 3pm TV blackout for all Premier League matches,https://petition.parliament.uk/petitions/713465,rejected,8
Conduct full investingation into grooming gangs in UK.,https://petition.parliament.uk/petitions/713469,rejected,21
End the mandate for students aged 16-18 to resit GCSE Maths and English,https://petition.parliament.uk/petitions/713471,open,21
Stop the cancellation of local elections that are to be held in May,https://petition.parliament.uk/petitions/713485,rejected,6
Require social media companies to implement independent fact-checking,https://petition.parliament.uk/petitions/713487,open,51
